,Salary Estimate,Location,Size,Founded,Type of ownership,Industry,Revenue,salary_min,salary_max,salary_avg,Ubicacion,Antiguedad,Senior,Junior,Public,Private,Size_Num,Revenue_Num,Title_data,Title_engineer,Title_scientist,Title_analyst,Title_machine,Skill_python,Skill_sql,Skill_aws,Skill_excel,Skill_spark
239,$71K-$123K (Glassdoor est.),"Plano, TX",1 to 50 employees,-1,Company - Private,Consulting,Unknown / Non-Applicable,71000,123000,97000.0,TX,2025,0,0,0,1,50.0,147.54861111111111,1,0,1,0,0,1,0,0,0,0
240,$90K-$124K (Glassdoor est.),"Atlanta, GA",51 to 200 employees,2003,Company - Private,Computer Hardware & Software,$25 to $50 million (USD),90000,124000,107000.0,GA,21,0,0,0,1,200.0,50.0,1,0,1,0,0,1,1,0,1,0
241,$90K-$124K (Glassdoor est.),"Sheboygan, WI",1001 to 5000 employees,1925,Company - Private,Insurance Carriers,$1 to $2 billion (USD),90000,124000,107000.0,WI,99,1,0,0,1,5000.0,2.0,1,0,1,0,0,0,0,0,0,0
242,$90K-$124K (Glassdoor est.),"New York, NY",201 to 500 employees,2000,Company - Private,Computer Hardware & Software,$50 to $100 million (USD),90000,124000,107000.0,NY,24,0,0,0,1,500.0,100.0,1,1,0,0,0,1,1,1,1,0
243,$90K-$124K (Glassdoor est.),"Palo Alto, CA",201 to 500 employees,2006,Company - Private,Enterprise Software & Network Solutions,$10 to $25 million (USD),90000,124000,107000.0,CA,18,0,0,0,1,500.0,25.0,1,0,1,0,0,0,0,0,0,0
244,$90K-$124K (Glassdoor est.),"Hoboken, NJ",1 to 50 employees,2009,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,90000,124000,107000.0,NJ,15,0,0,0,1,50.0,147.54861111111111,0,0,1,0,0,1,1,0,0,0
245,$90K-$124K (Glassdoor est.),"Cambridge, MA",10000+ employees,1973,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),90000,124000,107000.0,MA,51,0,0,1,0,10000.0,10.0,1,0,1,0,0,1,1,0,0,0
246,$90K-$124K (Glassdoor est.),"Lebanon, IN",10000+ employees,2011,Company - Public,Other,$10+ billion (USD),90000,124000,107000.0,IN,13,0,0,1,0,10000.0,10.0,1,0,1,0,0,1,1,0,0,0
247,$90K-$124K (Glassdoor est.),"Oakland, CA",51 to 200 employees,2000,Company - Private,Insurance Carriers,$10 to $25 million (USD),90000,124000,107000.0,CA,24,0,0,0,1,200.0,25.0,1,0,1,0,0,1,1,0,0,1
248,$90K-$124K (Glassdoor est.),"San Francisco, CA",1 to 50 employees,-1,Company - Private,-1,Less than $1 million (USD),90000,124000,107000.0,CA,2025,0,0,0,1,50.0,1.0,1,0,1,0,0,1,0,0,0,0
249,$90K-$124K (Glassdoor est.),"Melbourne, FL",201 to 500 employees,1983,Company - Private,Aerospace & Defense,$50 to $100 million (USD),90000,124000,107000.0,FL,41,0,0,0,1,500.0,100.0,0,0,1,0,0,1,0,0,0,0
250,$90K-$124K (Glassdoor est.),"Boston, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,$10+ billion (USD),90000,124000,107000.0,MA,173,1,0,0,1,10000.0,10.0,1,0,1,0,0,1,1,1,0,1
251,$90K-$124K (Glassdoor est.),"Birmingham, AL",1 to 50 employees,-1,Company - Private,-1,Unknown / Non-Applicable,90000,124000,107000.0,AL,2025,0,0,0,1,50.0,147.54861111111111,1,0,1,0,0,0,1,0,0,0
252,$90K-$124K (Glassdoor est.),"Cleveland, OH",10000+ employees,1917,Company - Public,Other,$10+ billion (USD),90000,124000,107000.0,OH,107,0,0,1,0,10000.0,10.0,1,0,1,0,0,1,1,0,1,0
253,$90K-$124K (Glassdoor est.),"New York, NY",1001 to 5000 employees,1935,Company - Private,Consulting,Unknown / Non-Applicable,90000,124000,107000.0,NY,89,0,0,0,1,5000.0,147.54861111111111,1,0,1,0,0,1,0,0,1,0
254,$90K-$124K (Glassdoor est.),"New York, NY",201 to 500 employees,2007,Company - Private,Other,$50 to $100 million (USD),90000,124000,107000.0,NY,17,0,0,0,1,500.0,100.0,1,0,1,0,0,1,0,0,1,0
255,$90K-$124K (Glassdoor est.),"San Francisco, CA",201 to 500 employees,2009,Company - Private,IT Services,Unknown / Non-Applicable,90000,124000,107000.0,CA,15,0,0,0,1,500.0,147.54861111111111,1,0,1,0,0,1,1,1,0,0
256,$90K-$124K (Glassdoor est.),"Norwell, MA",10000+ employees,1929,Nonprofit Organization,Other,$5 to $10 billion (USD),90000,124000,107000.0,MA,95,0,0,0,0,10000.0,10.0,1,0,0,0,0,0,1,0,1,0
257,$90K-$124K (Glassdoor est.),"Herndon, VA",201 to 500 employees,2010,Company - Private,IT Services,$50 to $100 million (USD),90000,124000,107000.0,VA,14,0,0,0,1,500.0,100.0,0,0,1,0,0,1,1,0,0,0
258,$90K-$124K (Glassdoor est.),"New York, NY",Unknown,-1,Unknown,-1,Unknown / Non-Applicable,90000,124000,107000.0,NY,2025,0,0,0,0,3313.375796178344,147.54861111111111,1,0,1,0,0,1,1,0,1,0
259,$90K-$124K (Glassdoor est.),"San Jose, CA",51 to 200 employees,1998,Company - Private,Advertising & Marketing,Unknown / Non-Applicable,90000,124000,107000.0,CA,26,0,0,0,1,200.0,147.54861111111111,1,1,0,0,0,1,1,0,0,1
260,$90K-$124K (Glassdoor est.),"San Francisco, CA",501 to 1000 employees,1999,Subsidiary or Business Segment,Computer Hardware & Software,Unknown / Non-Applicable,90000,124000,107000.0,CA,25,1,0,0,0,1000.0,147.54861111111111,0,0,1,0,1,1,1,0,0,0
261,$90K-$124K (Glassdoor est.),"Waltham, MA",Unknown,1995,Subsidiary or Business Segment,Advertising & Marketing,Unknown / Non-Applicable,90000,124000,107000.0,MA,29,1,0,0,0,3313.375796178344,147.54861111111111,1,0,1,0,1,1,0,1,1,1
262,$91K-$150K (Glassdoor est.),"Lexington, MA",1001 to 5000 employees,1951,Nonprofit Organization,Aerospace & Defense,Unknown / Non-Applicable,91000,150000,120500.0,MA,73,0,0,0,0,5000.0,147.54861111111111,1,0,1,0,0,1,1,0,0,1
263,$91K-$150K (Glassdoor est.),"Bothell, WA",1001 to 5000 employees,1999,Company - Private,Other,$2 to $5 billion (USD),91000,150000,120500.0,WA,25,0,0,0,1,5000.0,5.0,1,0,1,0,0,0,1,0,1,1
264,$91K-$150K (Glassdoor est.),"Richland, WA",1001 to 5000 employees,1965,Government,Other,$500 million to $1 billion (USD),91000,150000,120500.0,WA,59,0,0,0,0,5000.0,500.0,1,0,1,0,0,0,0,0,0,0
265,$91K-$150K (Glassdoor est.),"Boston, MA",1001 to 5000 employees,1981,Private Practice / Firm,Consulting,$100 to $500 million (USD),91000,150000,120500.0,MA,43,0,0,0,1,5000.0,500.0,1,0,0,0,0,1,1,1,1,0
266,$91K-$150K (Glassdoor est.),"Rockville, MD",1001 to 5000 employees,1820,Nonprofit Organization,Biotech & Pharmaceuticals,$100 to $500 million (USD),91000,150000,120500.0,MD,204,0,0,0,0,5000.0,500.0,1,0,1,0,0,1,1,0,1,0
267,$91K-$150K (Glassdoor est.),"Piscataway, NJ",201 to 500 employees,2010,Company - Private,IT Services,$10 to $25 million (USD),91000,150000,120500.0,NJ,14,0,0,0,1,500.0,25.0,1,0,1,0,0,1,0,0,0,1
268,$91K-$150K (Glassdoor est.),"San Jose, CA",10000+ employees,1995,Company - Public,Internet,$10+ billion (USD),91000,150000,120500.0,CA,29,0,0,1,0,10000.0,10.0,1,0,1,0,0,1,1,0,0,0
269,$91K-$150K (Glassdoor est.),"New York, NY",1 to 50 employees,2018,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,91000,150000,120500.0,NY,6,0,0,0,1,50.0,147.54861111111111,1,1,0,0,0,1,1,1,1,0
270,$91K-$150K (Glassdoor est.),"Santa Clara, CA",51 to 200 employees,2011,Company - Private,IT Services,Unknown / Non-Applicable,91000,150000,120500.0,CA,13,0,0,0,1,200.0,147.54861111111111,1,1,0,0,0,1,0,1,0,0
271,$91K-$150K (Glassdoor est.),"Danvers, MA",1001 to 5000 employees,1981,Company - Public,Biotech & Pharmaceuticals,$100 to $500 million (USD),91000,150000,120500.0,MA,43,1,0,1,0,5000.0,500.0,1,0,0,0,0,1,1,0,1,0
272,$91K-$150K (Glassdoor est.),"New York, NY",10000+ employees,1963,Company - Public,-1,$10+ billion (USD),91000,150000,120500.0,NY,61,0,0,1,0,10000.0,10.0,1,0,1,0,0,1,1,1,0,0
273,$91K-$150K (Glassdoor est.),"Vienna, VA",51 to 200 employees,2011,Company - Private,IT Services,$10 to $25 million (USD),91000,150000,120500.0,VA,13,0,0,0,1,200.0,25.0,1,0,1,0,0,1,1,0,0,1
274,$91K-$150K (Glassdoor est.),"San Francisco, CA",Unknown,-1,Company - Public,-1,Unknown / Non-Applicable,91000,150000,120500.0,CA,2025,0,0,1,0,3313.375796178344,147.54861111111111,1,0,1,0,0,1,1,0,0,0
275,$91K-$150K (Glassdoor est.),"Livermore, CA",1001 to 5000 employees,1952,Government,Other,$1 to $2 billion (USD),91000,150000,120500.0,CA,72,0,0,0,0,5000.0,2.0,1,0,1,0,0,1,0,0,1,0
276,$91K-$150K (Glassdoor est.),"Pittsburgh, PA",201 to 500 employees,1932,Company - Private,Other,$1 to $2 billion (USD),91000,150000,120500.0,PA,92,0,0,0,1,500.0,2.0,1,0,0,1,0,0,0,1,0,0
277,$91K-$150K (Glassdoor est.),"Herndon, VA",10000+ employees,1947,Company - Public,Other,$10+ billion (USD),91000,150000,120500.0,VA,77,0,0,1,0,10000.0,10.0,1,0,1,0,0,1,1,1,0,1
278,$91K-$150K (Glassdoor est.),"Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Unknown / Non-Applicable,91000,150000,120500.0,MA,12,0,0,0,1,500.0,147.54861111111111,1,0,1,0,0,0,0,0,0,0
279,$91K-$150K (Glassdoor est.),"Northbrook, IL",10000+ employees,1894,Company - Private,Consulting,$2 to $5 billion (USD),91000,150000,120500.0,IL,130,0,0,0,1,10000.0,5.0,1,0,1,0,0,0,0,0,0,1
280,$91K-$150K (Glassdoor est.),"Irvine, CA",1001 to 5000 employees,2005,Company - Public,Other,$100 to $500 million (USD),91000,150000,120500.0,CA,19,0,0,1,0,5000.0,500.0,1,0,1,0,0,1,1,1,1,0
281,$91K-$150K (Glassdoor est.),"Irvine, CA",51 to 200 employees,2018,Company - Private,Staffing & Outsourcing,$25 to $50 million (USD),91000,150000,120500.0,CA,6,0,0,0,1,200.0,50.0,1,0,1,0,0,1,1,0,1,0
282,$91K-$150K (Glassdoor est.),"San Francisco, CA",Unknown,-1,Company - Private,-1,Unknown / Non-Applicable,91000,150000,120500.0,CA,2025,0,0,0,1,3313.375796178344,147.54861111111111,1,0,1,0,0,0,0,0,0,0
283,$141K-$225K (Glassdoor est.),"Santa Monica, CA",501 to 1000 employees,1966,Company - Private,Internet,$100 to $500 million (USD),141000,225000,183000.0,CA,58,1,0,0,1,1000.0,500.0,1,0,1,1,0,1,1,1,1,0
284,$141K-$225K (Glassdoor est.),"Boston, MA",1 to 50 employees,2019,Company - Private,IT Services,Unknown / Non-Applicable,141000,225000,183000.0,MA,5,0,0,0,1,50.0,147.54861111111111,1,0,1,0,0,1,1,0,1,0
285,$141K-$225K (Glassdoor est.),"San Francisco, CA",Unknown,-1,Company - Private,-1,Unknown / Non-Applicable,141000,225000,183000.0,CA,2025,0,0,0,1,3313.375796178344,147.54861111111111,1,0,1,0,0,0,0,0,0,0
286,$141K-$225K (Glassdoor est.),"New York, NY",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),141000,225000,183000.0,NY,111,1,0,1,0,10000.0,10.0,1,0,1,0,0,1,0,0,0,0
287,$141K-$225K (Glassdoor est.),"Oshkosh, WI",10000+ employees,1917,Company - Public,Other,$5 to $10 billion (USD),141000,225000,183000.0,WI,107,0,0,1,0,10000.0,10.0,1,0,1,0,0,1,1,0,1,1
288,$141K-$225K (Glassdoor est.),"San Carlos, CA",51 to 200 employees,-1,Company - Private,-1,Unknown / Non-Applicable,141000,225000,183000.0,CA,2025,0,0,0,1,200.0,147.54861111111111,1,0,1,0,0,1,1,1,1,1
289,$141K-$225K (Glassdoor est.),"Menlo Park, CA",51 to 200 employees,1960,Company - Private,Other,$10 to $25 million (USD),141000,225000,183000.0,CA,64,0,0,0,1,200.0,25.0,1,0,1,0,0,1,1,0,0,0
290,$141K-$225K (Glassdoor est.),"San Francisco, CA",51 to 200 employees,-1,Company - Private,-1,Unknown / Non-Applicable,141000,225000,183000.0,CA,2025,0,0,0,1,200.0,147.54861111111111,1,0,1,0,0,1,1,0,1,0
291,$141K-$225K (Glassdoor est.),"Dallas, TX",201 to 500 employees,2006,Company - Private,Staffing & Outsourcing,$5 to $10 million (USD),141000,225000,183000.0,TX,18,0,0,0,1,500.0,10.0,1,0,1,0,0,1,0,0,0,0
292,$141K-$225K (Glassdoor est.),"Arlington, VA",10000+ employees,1969,Company - Public,Aerospace & Defense,$10+ billion (USD),141000,225000,183000.0,VA,55,0,0,1,0,10000.0,10.0,1,0,1,0,1,1,0,1,0,0
293,$141K-$225K (Glassdoor est.),"San Francisco, CA",1001 to 5000 employees,1993,Company - Public,Other,$1 to $2 billion (USD),141000,225000,183000.0,CA,31,0,0,1,0,5000.0,2.0,1,0,1,0,0,1,1,1,1,1
294,$141K-$225K (Glassdoor est.),"Monroe, WI",501 to 1000 employees,-1,Company - Private,Other,$100 to $500 million (USD),141000,225000,183000.0,WI,2025,0,0,0,1,1000.0,500.0,1,0,1,0,0,1,1,0,0,0
295,$141K-$225K (Glassdoor est.),"Sacramento, CA",10000+ employees,-1,Hospital,Health Care Services & Hospitals,Unknown / Non-Applicable,141000,225000,183000.0,CA,2025,0,0,0,0,10000.0,147.54861111111111,1,0,1,0,0,1,1,0,0,0
296,$141K-$225K (Glassdoor est.),"New York, NY",1 to 50 employees,2017,Company - Private,Other,Unknown / Non-Applicable,141000,225000,183000.0,NY,7,0,0,0,1,50.0,147.54861111111111,1,0,1,0,0,1,1,0,0,1
297,$141K-$225K (Glassdoor est.),"Reston, VA",1 to 50 employees,2017,Company - Private,IT Services,Unknown / Non-Applicable,141000,225000,183000.0,VA,7,0,0,0,1,50.0,147.54861111111111,1,0,0,1,0,0,1,0,1,0
298,$141K-$225K (Glassdoor est.),"New York, NY",1001 to 5000 employees,1990,Company - Private,Other,Unknown / Non-Applicable,141000,225000,183000.0,NY,34,0,0,0,1,5000.0,147.54861111111111,1,0,1,0,0,1,1,0,0,1
299,$141K-$225K (Glassdoor est.),"Hampton, VA",10000+ employees,2007,Company - Public,Other,$10+ billion (USD),141000,225000,183000.0,VA,17,0,0,1,0,10000.0,10.0,1,0,1,0,0,0,0,0,0,0
300,$141K-$225K (Glassdoor est.),"Richmond, VA",10000+ employees,1788,Government,Other,$10+ billion (USD),141000,225000,183000.0,VA,236,0,0,0,0,10000.0,10.0,1,0,1,0,0,1,1,0,0,0
301,$141K-$225K (Glassdoor est.),"New York, NY",501 to 1000 employees,2000,Company - Private,Computer Hardware & Software,$25 to $50 million (USD),141000,225000,183000.0,NY,24,0,0,0,1,1000.0,50.0,1,0,1,0,0,1,1,1,0,0
302,$141K-$225K (Glassdoor est.),"Monterey, CA",501 to 1000 employees,1992,Company - Private,Other,$100 to $500 million (USD),141000,225000,183000.0,CA,32,0,0,0,1,1000.0,500.0,1,0,1,0,0,1,0,0,1,1
303,$145K-$225K(Employer est.),"Chicago, IL",51 to 200 employees,2015,Company - Private,Computer Hardware & Software,Unknown / Non-Applicable,145000,225000,185000.0,IL,9,0,0,0,1,200.0,147.54861111111111,1,0,1,0,0,0,0,0,0,0
304,$145K-$225K(Employer est.),"McLean, VA",51 to 200 employees,2005,Company - Private,Other,$25 to $50 million (USD),145000,225000,185000.0,VA,19,0,0,0,1,200.0,50.0,1,0,1,0,0,1,1,0,0,0
306,$145K-$225K(Employer est.),"Woodlawn, MD",201 to 500 employees,2004,Company - Private,IT Services,$10 to $25 million (USD),145000,225000,185000.0,MD,20,0,0,0,1,500.0,25.0,1,0,1,0,0,1,1,0,0,0
308,$145K-$225K(Employer est.),"New York, NY",Unknown,-1,Company - Public,-1,Unknown / Non-Applicable,145000,225000,185000.0,NY,2025,0,0,1,0,3313.375796178344,147.54861111111111,1,0,1,0,0,1,0,0,1,0
309,$145K-$225K(Employer est.),"Reston, VA",5001 to 10000 employees,2003,Company - Private,Aerospace & Defense,$500 million to $1 billion (USD),145000,225000,185000.0,VA,21,0,0,0,1,10000.0,500.0,1,0,1,0,0,0,0,0,1,0
310,$145K-$225K(Employer est.),"New York, NY",51 to 200 employees,2015,Company - Private,IT Services,Unknown / Non-Applicable,145000,225000,185000.0,NY,9,0,0,0,1,200.0,147.54861111111111,1,0,1,0,0,1,1,0,0,1
311,$145K-$225K(Employer est.),"Fort Worth, TX",5001 to 10000 employees,1918,Nonprofit Organization,Health Care Services & Hospitals,$100 to $500 million (USD),145000,225000,185000.0,TX,106,1,0,0,0,10000.0,500.0,1,0,0,1,0,0,0,0,0,0
312,$145K-$225K(Employer est.),"Smithfield, RI",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,$100 to $500 million (USD),145000,225000,185000.0,RI,11,1,0,1,0,500.0,500.0,0,0,1,0,0,0,0,0,0,0
313,$145K-$225K(Employer est.),"Atlanta, GA",201 to 500 employees,1992,Company - Public,Other,$100 to $500 million (USD),145000,225000,185000.0,GA,32,0,0,1,0,500.0,500.0,1,0,1,0,0,1,0,0,1,0
314,$145K-$225K(Employer est.),"San Francisco, CA",201 to 500 employees,2011,Company - Private,Insurance Carriers,Unknown / Non-Applicable,145000,225000,185000.0,CA,13,1,0,0,1,500.0,147.54861111111111,1,0,1,0,0,1,1,1,0,1
315,$145K-$225K(Employer est.),"Ann Arbor, MI",1001 to 5000 employees,2005,Company - Public,Internet,$2 to $5 billion (USD),145000,225000,185000.0,MI,19,0,0,1,0,5000.0,5.0,1,0,1,0,0,1,0,0,0,1
316,$145K-$225K(Employer est.),"Pittsburgh, PA",51 to 200 employees,-1,Company - Private,-1,$1 to $5 million (USD),145000,225000,185000.0,PA,2025,0,0,0,1,200.0,5.0,1,0,1,0,0,1,1,1,0,0
317,$145K-$225K(Employer est.),"New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,$25 to $50 million (USD),145000,225000,185000.0,NY,24,0,0,0,1,200.0,50.0,1,0,1,0,0,1,0,0,1,0
318,$145K-$225K(Employer est.),"Cedar Rapids, IA",501 to 1000 employees,1992,Company - Private,Other,$100 to $500 million (USD),145000,225000,185000.0,IA,32,0,0,0,1,1000.0,500.0,1,0,0,1,0,0,1,0,1,0
319,$145K-$225K(Employer est.),"New York, NY",1 to 50 employees,-1,Company - Private,Consulting,$1 to $5 million (USD),145000,225000,185000.0,NY,2025,0,0,0,1,50.0,5.0,1,0,1,0,0,0,1,0,1,0
320,$145K-$225K(Employer est.),"Concord, CA",51 to 200 employees,-1,Company - Private,Consulting,$5 to $10 million (USD),145000,225000,185000.0,CA,2025,0,0,0,1,200.0,10.0,1,0,1,0,0,0,0,0,0,0
321,$145K-$225K(Employer est.),"Richmond, VA",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),145000,225000,185000.0,VA,194,0,0,1,0,10000.0,10.0,0,0,1,0,0,0,0,1,0,0
322,$145K-$225K(Employer est.),"Cincinnati, OH",1 to 50 employees,-1,Company - Private,-1,Unknown / Non-Applicable,145000,225000,185000.0,OH,2025,0,0,0,1,50.0,147.54861111111111,1,0,1,0,0,0,0,0,1,0
323,$79K-$147K (Glassdoor est.),"San Francisco, CA",1001 to 5000 employees,2016,Government,Other,Unknown / Non-Applicable,79000,147000,113000.0,CA,8,0,0,0,0,5000.0,147.54861111111111,1,0,1,0,0,1,0,0,1,0
324,$79K-$147K (Glassdoor est.),"Bellevue, WA",501 to 1000 employees,2000,Company - Private,Other,Unknown / Non-Applicable,79000,147000,113000.0,WA,24,0,0,0,1,1000.0,147.54861111111111,1,0,1,0,0,1,0,0,1,0
325,$79K-$147K (Glassdoor est.),"San Francisco, CA",51 to 200 employees,2008,Company - Private,Computer Hardware & Software,$50 to $100 million (USD),79000,147000,113000.0,CA,16,0,0,0,1,200.0,100.0,1,1,0,0,0,1,1,0,1,0
326,$79K-$147K (Glassdoor est.),"Oakland, CA",1001 to 5000 employees,1997,Company - Private,IT Services,$25 to $50 million (USD),79000,147000,113000.0,CA,27,0,0,0,1,5000.0,50.0,1,0,1,0,0,0,1,0,0,0
327,$79K-$147K (Glassdoor est.),"San Francisco, CA",201 to 500 employees,1995,Company - Private,Staffing & Outsourcing,$25 to $50 million (USD),79000,147000,113000.0,CA,29,0,0,0,1,500.0,50.0,1,0,1,0,0,1,0,0,0,0
328,$79K-$147K (Glassdoor est.),"Boston, MA",51 to 200 employees,1984,Company - Private,Computer Hardware & Software,$5 to $10 million (USD),79000,147000,113000.0,MA,40,0,0,0,1,200.0,10.0,1,0,1,0,0,1,1,1,1,1
329,$79K-$147K (Glassdoor est.),"Reston, VA",51 to 200 employees,-1,Company - Private,IT Services,Unknown / Non-Applicable,79000,147000,113000.0,VA,2025,0,0,0,1,200.0,147.54861111111111,1,0,1,0,0,1,1,0,1,0
330,$79K-$147K (Glassdoor est.),"Fort Belvoir, VA",501 to 1000 employees,1954,Company - Public,Aerospace & Defense,$100 to $500 million (USD),79000,147000,113000.0,VA,70,0,0,1,0,1000.0,500.0,0,1,0,0,1,1,0,0,0,0
331,$79K-$147K (Glassdoor est.),"Durham, NC",1001 to 5000 employees,1933,Company - Private,Insurance Carriers,$5 to $10 billion (USD),79000,147000,113000.0,NC,91,1,0,0,1,5000.0,10.0,1,1,0,0,0,1,1,1,1,1
332,$79K-$147K (Glassdoor est.),"New York, NY",501 to 1000 employees,2000,Company - Private,Other,Unknown / Non-Applicable,79000,147000,113000.0,NY,24,0,0,0,1,1000.0,147.54861111111111,0,1,1,0,1,0,0,0,0,0
333,$79K-$147K (Glassdoor est.),"McLean, VA",1 to 50 employees,2003,Company - Private,Computer Hardware & Software,$10 to $25 million (USD),79000,147000,113000.0,VA,21,0,0,0,1,50.0,25.0,1,0,1,0,0,1,1,0,1,0
334,$79K-$147K (Glassdoor est.),"Cambridge, MA",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),79000,147000,113000.0,MA,28,1,0,1,0,10000.0,10.0,1,0,1,0,0,0,0,0,0,0
335,$79K-$147K (Glassdoor est.),"Chicago, IL",501 to 1000 employees,-1,Company - Private,-1,Unknown / Non-Applicable,79000,147000,113000.0,IL,2025,0,0,0,1,1000.0,147.54861111111111,1,0,1,0,0,0,0,0,1,0
336,$79K-$147K (Glassdoor est.),"Kent, OH",10000+ employees,1880,Self-employed,Other,$1 to $2 billion (USD),79000,147000,113000.0,OH,144,0,0,0,0,10000.0,2.0,1,0,1,0,0,1,1,0,1,0
337,$79K-$147K (Glassdoor est.),"Reston, VA",501 to 1000 employees,1999,Company - Private,Aerospace & Defense,$100 to $500 million (USD),79000,147000,113000.0,VA,25,0,0,0,1,1000.0,500.0,1,0,1,0,0,0,1,0,0,0
338,$79K-$147K (Glassdoor est.),"San Francisco, CA",1 to 50 employees,-1,Company - Private,-1,Less than $1 million (USD),79000,147000,113000.0,CA,2025,0,0,0,1,50.0,1.0,1,0,1,0,0,1,0,0,0,0
339,$79K-$147K (Glassdoor est.),"Pittsburgh, PA",501 to 1000 employees,1984,College / University,Other,Unknown / Non-Applicable,79000,147000,113000.0,PA,40,0,0,0,0,1000.0,147.54861111111111,0,1,0,0,1,1,0,0,0,0
340,$79K-$147K (Glassdoor est.),"Carson, CA",201 to 500 employees,1986,Subsidiary or Business Segment,Other,$100 to $500 million (USD),79000,147000,113000.0,CA,38,0,0,0,0,500.0,500.0,1,0,0,1,0,1,1,0,0,0
341,$79K-$147K (Glassdoor est.),"New York, NY",1 to 50 employees,2011,Company - Private,IT Services,Unknown / Non-Applicable,79000,147000,113000.0,NY,13,0,0,0,1,50.0,147.54861111111111,1,0,1,0,0,1,1,0,1,0
342,$79K-$147K (Glassdoor est.),"New York, NY",51 to 200 employees,2012,Company - Private,Other,Unknown / Non-Applicable,79000,147000,113000.0,NY,12,0,0,0,1,200.0,147.54861111111111,1,0,0,0,0,1,0,0,1,1
343,$122K-$146K (Glassdoor est.),"Santa Clara, CA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,122000,146000,134000.0,CA,12,0,0,0,1,1000.0,147.54861111111111,1,0,1,0,0,1,0,0,1,1
344,$122K-$146K (Glassdoor est.),"Palo Alto, CA",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,$10 to $25 million (USD),122000,146000,134000.0,CA,11,0,0,0,1,200.0,25.0,1,0,1,0,0,1,0,0,0,0
345,$122K-$146K (Glassdoor est.),"Maple Plain, MN",1001 to 5000 employees,1999,Company - Public,Other,$100 to $500 million (USD),122000,146000,134000.0,MN,25,1,0,1,0,5000.0,500.0,0,0,0,1,0,0,1,0,0,0
346,$122K-$146K (Glassdoor est.),"Cincinnati, OH",1001 to 5000 employees,1887,Company - Private,Other,$2 to $5 billion (USD),122000,146000,134000.0,OH,137,0,0,0,1,5000.0,5.0,1,0,1,0,0,0,0,0,0,0
347,$122K-$146K (Glassdoor est.),"San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,$10+ billion (USD),122000,146000,134000.0,CA,54,0,0,1,0,10000.0,10.0,1,1,0,0,0,1,0,1,0,1
348,$122K-$146K (Glassdoor est.),"Santa Clara, CA",1 to 50 employees,-1,Company - Private,-1,$1 to $5 million (USD),122000,146000,134000.0,CA,2025,0,0,0,1,50.0,5.0,1,0,1,0,0,1,1,0,0,1
349,$122K-$146K (Glassdoor est.),"New York, NY",1 to 50 employees,2014,Company - Private,Staffing & Outsourcing,Unknown / Non-Applicable,122000,146000,134000.0,NY,10,0,0,0,1,50.0,147.54861111111111,1,0,1,0,0,0,0,0,0,0
350,$122K-$146K (Glassdoor est.),"Chantilly, VA",201 to 500 employees,2002,Subsidiary or Business Segment,Computer Hardware & Software,$100 to $500 million (USD),122000,146000,134000.0,VA,22,0,0,0,0,500.0,500.0,1,0,1,0,0,0,1,1,0,0
351,$122K-$146K (Glassdoor est.),"Palo Alto, CA",-1,-1,-1,-1,-1,122000,146000,134000.0,CA,2025,0,0,0,0,3313.375796178344,147.54861111111111,1,0,1,0,0,0,0,0,0,0
352,$122K-$146K (Glassdoor est.),"Laurel, MD",5001 to 10000 employees,1942,Nonprofit Organization,Aerospace & Defense,$1 to $2 billion (USD),122000,146000,134000.0,MD,82,0,0,0,0,10000.0,2.0,0,0,1,0,0,0,0,0,1,1
353,$122K-$146K (Glassdoor est.),"Cambridge, MA",1 to 50 employees,2010,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,122000,146000,134000.0,MA,14,0,0,0,1,50.0,147.54861111111111,1,0,1,0,0,1,0,1,0,1
354,$122K-$146K (Glassdoor est.),"Columbia, MD",51 to 200 employees,2002,Company - Private,Consulting,Unknown / Non-Applicable,122000,146000,134000.0,MD,22,0,0,0,1,200.0,147.54861111111111,1,1,0,0,0,1,1,1,0,1
355,$122K-$146K (Glassdoor est.),"Annapolis Junction, MD",1 to 50 employees,2011,Company - Private,IT Services,$1 to $5 million (USD),122000,146000,134000.0,MD,13,0,0,0,1,50.0,5.0,1,0,1,0,0,1,0,0,0,1
